seller_id,zip_code_prefix,city,state_code,unique_index
615c3462099ffa940d37b17dfda19594,24855,rio de janeiro,RJ,24855_rio de janeiro_RJ
6025c79c035c3d772133b8b8238463b2,83327,pinhais pr,PR,83327_pinhais pr_PR
98115075dd26cb8835946fc6086f5d30,9687,ao bernardo do campo,SP,9687_ao bernardo do campo_SP
2c538755f1ca9540af144f266e70df6c,39801,castro pires,MG,39801_castro pires_MG
da4d149c0ddbac90557103ac0a0ec356,9861,sbc,SP,9861_sbc_SP
d7827b2af99326a03b0ed9c7a24db0d3,86076,londrina,SP,86076_londrina_SP
1de62b6f2fd96227629786db492433db,16021,sp,SP,16021_sp_SP
b64d51f0435e884e8de603b1655155ae,7077,garulhos,SP,7077_garulhos_SP
296729ffb9b684050dd24836dac4494a,80240,curitiba,SP,80240_curitiba_SP
01fd077212124329bac32490e8ef80d9,14079,ribeirao preto sao paulo,SP,14079_ribeirao preto sao paulo_SP
2e90cb1677d35cfe24eef47d441b7c87,2285,sao paulo,SP,2285_sao paulo_SP
28fb0829fd777877cdc350d25cb5bd5b,15051,sao jose do rio pret,SP,15051_sao jose do rio pret_SP
39d61be7a92eb77b7da367bd4845bc0e,13420,sao paulo,SP,13420_sao paulo_SP
c35affa65afd250151285c5917fc1c8a,8050,sao paluo,SP,8050_sao paluo_SP
1352e06ae67b410cdae0b2a22361167b,26051,rio de janeiro,RJ,26051_rio de janeiro_RJ
9d5604a1f112324ad6b2aa552122e0fb,88075,florianopolis,SP,88075_florianopolis_SP
b43d8b707f887a30f4675391098354a0,44600,ipira,SP,44600_ipira_SP
3d2531eccfbde1d7c8db7a3a12fb267a,31340,contagem,MG,31340_contagem_MG
a1bea7061f61f6fdd9a85a6325ba1033,6311,carapicuiba sao paulo,SP,6311_carapicuiba sao paulo_SP
0b3f27369a4d8df98f7eb91077e438ac,7412,aruja,SP,7412_aruja_SP
d5c530f4884a75ae0dba9c148718d278,35660,centro,MG,35660_centro_MG
b906dd0e57f282c7089171b6ed07982e,87083,parana,PR,87083_parana_PR
761681a821d8275bc79f552116d06869,17606,sao paulo,SP,17606_sao paulo_SP
4b5f66b7adcf57f1ecc0d3c07dd6b177,87025,vendas creditparts com br,PR,87025_vendas creditparts com br_PR
6f1a1263039c76e68f40a8e536b1da6a,3581,sao paulop,SP,3581_sao paulop_SP
d1e2fe627180431ffda076abb303c56f,25900,rio de janeiro,RJ,25900_rio de janeiro_RJ
1703bc09972dab9782e7a9194943b69f,37165,minas gerais,MG,37165_minas gerais_MG
8060d731897e33b5c5ae575ce1e209e1,89052,blumenau,SP,89052_blumenau_SP
11eac105f3f90a9b87b19c89d91e24f3,7411,sao paulo,SP,7411_sao paulo_SP
3078096983cf766a32a06257648502d1,13720,scao jose do rio pardo,SP,13720_scao jose do rio pardo_SP
cce6ab8d1682639fe45ab70234f1665f,81020,curitiba,SP,81020_curitiba_SP
dace965ca58120f92f8d742a9fa1864b,14015,sao paulo,SP,14015_sao paulo_SP
0b18d63d0cd1d723567903fd34a07df2,5141,sp,SP,5141_sp_SP
8f2ce03f928b567e3d56181ae20ae952,5141,pirituba,SP,5141_pirituba_SP
3a52d63a8f9daf5a28f3626d7eb9bd28,71900,aguas claras df,SP,71900_aguas claras df_SP
6601ee6383e7f452be71929f8de48bbb,14027,ribeirao pretp,SP,14027_ribeirao pretp_SP
ec5c1d94df153d473b37f880977ae58e,21320,rio de janeiro,SP,21320_rio de janeiro_SP
6a3139c7bf09ece22a4713d956acbe5e,13790,sao sebastiao da grama sp,SP,13790_sao sebastiao da grama sp_SP
7ad41305e96a6cab8294cd65891e9a86,28810,rio bonito,SP,28810_rio bonito_SP
24a6daf925d9d591870a66660416de31,14078,robeirao preto,SP,14078_robeirao preto_SP
3c487ae8f8d7542beff5788e2e0aea83,72460,gama,DF,72460_gama_DF
67225bff54a172ff67579aaf583efd78,85960,marechal candido rondon,PA,85960_marechal candido rondon_PA
a1474fd46fd3430168f7ec202da39408,83321,pinhais,SP,83321_pinhais_SP
8185694b58b2ba6de20fd41ae608bbea,6764,tabao da serra,SP,6764_tabao da serra_SP
d3891911c2feae53c52fea2bd14054e5,6760,sao paulo,SP,6760_sao paulo_SP
8def3db7f272735afb2ecd03aeca09a7,28035,rio de janeiro,RJ,28035_rio de janeiro_RJ
06579cb253ecd5a3a12a9e6eb6bf8f47,4007,sao paulo sp,SP,4007_sao paulo sp_SP
42bde9fef835393bb8a8849cb6b7f245,71551,brasilia,DF,71551_brasilia_DF
f9eedec3129e8cc6b6429c42d0808c5b,22793,rio de janeiro rio de janeiro brasil,RJ,22793_rio de janeiro rio de janeiro brasil_RJ
7f5e4d5efad7e44b91115dd1decb65f3,12306,jacarei sao paulo,SP,12306_jacarei sao paulo_SP
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP,14085_riberao preto_SP
870d0118f7a9d85960f29ad89d5d989a,37708,pocos de caldas,MG,37708_pocos de caldas_MG
6b9b80d53ba3676eafe60268a810b5a1,31160,belo horizonte,SP,31160_belo horizonte_SP
778323240ce2830d68aab11794e00bfb,13600,sao paulo,SP,13600_sao paulo_SP
