customer_id,unique_id,zip_code_prefix,city,state_code,unique_index,customer_unique_id
814dfd64a142fe2564faef3932b676b9,d647bd6f2997e98e04f7d84da752b873,28655,monnerat,RJ,28655_monnerat_RJ,814dfd64a142fe2564faef3932b676b9_d647bd6f2997e98e04f7d84da752b873
5f0099134079adfe14d1df3d8ecc57ae,25aaba9edaf948bb0b0af688266934e8,73255,brasilia,DF,73255_brasilia_DF,5f0099134079adfe14d1df3d8ecc57ae_25aaba9edaf948bb0b0af688266934e8
5a5f70fead43dc16ec4d5afed5281239,b1cf91f7efd99001549d2eafa05c66c1,69918,rio branco,AC,69918_rio branco_AC,5a5f70fead43dc16ec4d5afed5281239_b1cf91f7efd99001549d2eafa05c66c1
9898e8eddc4e40527c7cda1dc8ef3a9f,23916bba358a757bc1a2962315e9ad15,28388,bom jesus do querendo,RJ,28388_bom jesus do querendo_RJ,9898e8eddc4e40527c7cda1dc8ef3a9f_23916bba358a757bc1a2962315e9ad15
3e03d4153f402a107117e6eb0bab7ec8,eac46d144f4593759db4fd029f91f6cc,73251,brasilia,DF,73251_brasilia_DF,3e03d4153f402a107117e6eb0bab7ec8_eac46d144f4593759db4fd029f91f6cc
f341549b5b28a46a5b4db2f4372e36a2,b085fe730254d7b519bc1231da539c38,6930,cipo guacu,SP,6930_cipo guacu_SP,f341549b5b28a46a5b4db2f4372e36a2_b085fe730254d7b519bc1231da539c38
71ad48df61327d880c5d6fbdbc971996,8a380989acfc7a95c26c4d8ed8f13b52,76935,sao francisco do guapore,RO,76935_sao francisco do guapore_RO,71ad48df61327d880c5d6fbdbc971996_8a380989acfc7a95c26c4d8ed8f13b52
77f30174b3db9880a8a868926892545d,c21b919e97346078646722f34ec6daf7,71676,brasilia,DF,71676_brasilia_DF,77f30174b3db9880a8a868926892545d_c21b919e97346078646722f34ec6daf7
d4a4c83732d4270a8c93260be1c189ed,881c338c2a976c0f6e7d8f317840775c,64047,teresina,PI,64047_teresina_PI,d4a4c83732d4270a8c93260be1c189ed_881c338c2a976c0f6e7d8f317840775c
533d844e0a43ffa5f3b7d6dbe40ebbc5,a1076ad45e2928facb47a0fa1a5ae915,76850,guajara mirim,RO,76850_guajara mirim_RO,533d844e0a43ffa5f3b7d6dbe40ebbc5_a1076ad45e2928facb47a0fa1a5ae915
8685c9c67e2d5eae365bea2f7855a1e8,49836f57f840f0c1eb0b5cb343312df7,76824,porto velho,RO,76824_porto velho_RO,8685c9c67e2d5eae365bea2f7855a1e8_49836f57f840f0c1eb0b5cb343312df7
f28aac2789e12c47afd75647b5788bfa,e3a07a2fce775f67bcf06e6278807608,71090,brasilia,DF,71090_brasilia_DF,f28aac2789e12c47afd75647b5788bfa_e3a07a2fce775f67bcf06e6278807608
219fd715b4810a1a506f8b36692f52cf,02a0646c59df9bfe155e5afd3317a87b,76821,porto velho,RO,76821_porto velho_RO,219fd715b4810a1a506f8b36692f52cf_02a0646c59df9bfe155e5afd3317a87b
ed41fe754f77becd2c70896dcc967aa0,827b19392982299876c0aca1f92208c2,29949,sao mateus,ES,29949_sao mateus_ES,ed41fe754f77becd2c70896dcc967aa0_827b19392982299876c0aca1f92208c2
bd5dca788b04c05cb9f4aa5101a163bc,c57c7c35bd28be99523d58d38796df9d,69305,boa vista,RR,69305_boa vista_RR,bd5dca788b04c05cb9f4aa5101a163bc_c57c7c35bd28be99523d58d38796df9d
60668013b65cb5ce1ac510221b9af243,459759c02362af7a218dd2fe035b3c07,61906,maracanau,CE,61906_maracanau_CE,60668013b65cb5ce1ac510221b9af243_459759c02362af7a218dd2fe035b3c07
4cc35d6a322eb6950b08f6dc5e64f821,7b5476637788a97b34d40c0aeaa1a98b,73255,brasilia,DF,73255_brasilia_DF,4cc35d6a322eb6950b08f6dc5e64f821_7b5476637788a97b34d40c0aeaa1a98b
e95fd5cca40cc862687dda4846f9ac00,c705e3b98b76bd8e56d09625ac94216a,76872,ariquemes,RO,76872_ariquemes_RO,e95fd5cca40cc862687dda4846f9ac00_c705e3b98b76bd8e56d09625ac94216a
c5de7db594b246f428940ced283125bd,8c792a4fb7f5d708257abf55fa899ce8,69918,rio branco,AC,69918_rio branco_AC,c5de7db594b246f428940ced283125bd_8c792a4fb7f5d708257abf55fa899ce8
d90af5c00814430fc3e212e8163bf2b8,aef278d3c4350b0d32907d429421f071,68447,vila dos cabanos,PA,68447_vila dos cabanos_PA,d90af5c00814430fc3e212e8163bf2b8_aef278d3c4350b0d32907d429421f071
6ea342594088a8d78a51e55e38053887,d0a0097c18d20ea11880b9f8af8232d8,76801,porto velho,RO,76801_porto velho_RO,6ea342594088a8d78a51e55e38053887_d0a0097c18d20ea11880b9f8af8232d8
3146904311eaf296187c7c7768d78210,d76e210ebe61090af26f1d71d1e396b9,76958,nova brasilandia d oeste,RO,76958_nova brasilandia d oeste_RO,3146904311eaf296187c7c7768d78210_d76e210ebe61090af26f1d71d1e396b9
8d1906125bb1f738d1f8a1d146ac3334,481a3e4c07971c950ac25f7317ac421b,65137,maioba,MA,65137_maioba_MA,8d1906125bb1f738d1f8a1d146ac3334_481a3e4c07971c950ac25f7317ac421b
76ffdd319555663e8a28ed983516ca28,51d121ddc025c1b70f8f62a1b727aecf,76870,ariquemes,RO,76870_ariquemes_RO,76ffdd319555663e8a28ed983516ca28_51d121ddc025c1b70f8f62a1b727aecf
ce235b7711c4350b82cbeab0568b7df2,6550bfddbb6eb18f5cfc4d8e410c485a,83210,paranagua,PR,83210_paranagua_PR,ce235b7711c4350b82cbeab0568b7df2_6550bfddbb6eb18f5cfc4d8e410c485a
16aba5570b45f6b4c9204407132e2cae,5f8f12098427d3cbb37e9dcf269bb53c,69918,rio branco,AC,69918_rio branco_AC,16aba5570b45f6b4c9204407132e2cae_5f8f12098427d3cbb37e9dcf269bb53c
6e8a9c87724e18b7e567193cdd3e4b45,8fe805d171f920bf0ae393368aad5316,69800,humaita,AM,69800_humaita_AM,6e8a9c87724e18b7e567193cdd3e4b45_8fe805d171f920bf0ae393368aad5316
be33968269bf8c51037b65cdf4edff1b,905d074d367922a5b2a7b828108a8941,76862,alto paraiso,RO,76862_alto paraiso_RO,be33968269bf8c51037b65cdf4edff1b_905d074d367922a5b2a7b828108a8941
ba11fbc3a42907d4018c0dee4ea35969,aafed3abb41b7e9ad488bc8b2b7b76e0,76803,porto velho,RO,76803_porto velho_RO,ba11fbc3a42907d4018c0dee4ea35969_aafed3abb41b7e9ad488bc8b2b7b76e0
1b97c9da9c97d1fbe7be867abdb7f446,34478bd76ec4342d1d47df943131539e,71919,brasilia,DF,71919_brasilia_DF,1b97c9da9c97d1fbe7be867abdb7f446_34478bd76ec4342d1d47df943131539e
53c26135cf44344a6c00bf51771980c4,d394a89e0e5bb68d20c89d235ef59b06,36956,sao francisco do humaita,MG,36956_sao francisco do humaita_MG,53c26135cf44344a6c00bf51771980c4_d394a89e0e5bb68d20c89d235ef59b06
b88b7689eba14a29896c654986bec727,ba2c1895f7a564980172df46b35fe611,35242,cuite velho,MG,35242_cuite velho_MG,b88b7689eba14a29896c654986bec727_ba2c1895f7a564980172df46b35fe611
df3450e94b312b2a7ef8517bd09a52f2,92272a7a0e11f7d949a982e647a6d286,72005,brasilia,DF,72005_brasilia_DF,df3450e94b312b2a7ef8517bd09a52f2_92272a7a0e11f7d949a982e647a6d286
6b04ea93ce93cef2a5fbdfe302e21331,c73db85789b600b05c503d21441940f9,69918,rio branco,AC,69918_rio branco_AC,6b04ea93ce93cef2a5fbdfe302e21331_c73db85789b600b05c503d21441940f9
e988b94fc82408ecac8299c744959c58,d01e20bfb741f8a5a4c2c8582617c580,29718,angelo frechiani,ES,29718_angelo frechiani_ES,e988b94fc82408ecac8299c744959c58_d01e20bfb741f8a5a4c2c8582617c580
3ee60392c784c837894f3391360004a8,9a667674750c85328d27c1578b5db5c7,41347,salvador,BA,41347_salvador_BA,3ee60392c784c837894f3391360004a8_9a667674750c85328d27c1578b5db5c7
1d39877e0dfed5772a3ac4b169a1adc6,48eb15c28a364993587bf0975652a2f2,72005,brasilia,DF,72005_brasilia_DF,1d39877e0dfed5772a3ac4b169a1adc6_48eb15c28a364993587bf0975652a2f2
6391b6b3125ec6fbe82bf0e2d616337f,9f93044b0156639ec44b7ecfca3b9c31,70324,brasilia,DF,70324_brasilia_DF,6391b6b3125ec6fbe82bf0e2d616337f_9f93044b0156639ec44b7ecfca3b9c31
d3125b74c9df178912c5f59dc77410fd,4c0e1d9b129c2f187335b0b12f52f961,76824,porto velho,RO,76824_porto velho_RO,d3125b74c9df178912c5f59dc77410fd_4c0e1d9b129c2f187335b0b12f52f961
77b5832eda477c951c0f2b13998ddfa2,791196cf7e5c2e2a7e894884becd7a6c,72005,brasilia,DF,72005_brasilia_DF,77b5832eda477c951c0f2b13998ddfa2_791196cf7e5c2e2a7e894884becd7a6c
2201362e68992f654942dc0067c1b716,f7d7fc0a59ef4363fdce6e3aa069d498,69900,rio branco,AC,69900_rio branco_AC,2201362e68992f654942dc0067c1b716_f7d7fc0a59ef4363fdce6e3aa069d498
9c5f1d09799f8e43199c6a90d8d89ca4,322303404e5b6f38f39aec1a19ad7f0f,76804,porto velho,RO,76804_porto velho_RO,9c5f1d09799f8e43199c6a90d8d89ca4_322303404e5b6f38f39aec1a19ad7f0f
9e0e1eb6448467c246211a9688efeb47,7588c20c457369de8caad958afc1cc06,76824,porto velho,RO,76824_porto velho_RO,9e0e1eb6448467c246211a9688efeb47_7588c20c457369de8caad958afc1cc06
47b829330c5a0c6c89cad9cb0ac6aa3c,6dfd27af2b7c8bf61b351757b7b13d2e,70686,brasilia,DF,70686_brasilia_DF,47b829330c5a0c6c89cad9cb0ac6aa3c_6dfd27af2b7c8bf61b351757b7b13d2e
da056635486469f6a869224f2046ef0d,77a365de3c00f94307bc358d65f2d2c6,76926,mirante da serra,RO,76926_mirante da serra_RO,da056635486469f6a869224f2046ef0d_77a365de3c00f94307bc358d65f2d2c6
0e9c4e44b69e8121a012447298f5e71a,c58d9c1a65fed7223ae6ec659e2abe5e,76806,porto velho,RO,76806_porto velho_RO,0e9c4e44b69e8121a012447298f5e71a_c58d9c1a65fed7223ae6ec659e2abe5e
f543d24d24bd70b892d97a064c5c0fa7,d9eb7288c21eb328d024a6a649a62f00,76820,porto velho,RO,76820_porto velho_RO,f543d24d24bd70b892d97a064c5c0fa7_d9eb7288c21eb328d024a6a649a62f00
fca4bdb14966b7230098dffb7e01e67a,4b271dbd4bfeefce07c67cfb51448390,72341,brasilia,DF,72341_brasilia_DF,fca4bdb14966b7230098dffb7e01e67a_4b271dbd4bfeefce07c67cfb51448390
6d0f452f154628992e07aa608810f082,c8ddd50a1eb607d6d09df11adca65efe,12332,jacarei,SP,12332_jacarei_SP,6d0f452f154628992e07aa608810f082_c8ddd50a1eb607d6d09df11adca65efe
1628f353cb4fee7be799eaae47575ed0,eea3ce136d530bbbb64b37004756820d,70716,brasilia,DF,70716_brasilia_DF,1628f353cb4fee7be799eaae47575ed0_eea3ce136d530bbbb64b37004756820d
31dbc13addc753e210692eacaea065e4,5dbba6c01268a8ad43f79157bf4454a0,69900,rio branco,AC,69900_rio branco_AC,31dbc13addc753e210692eacaea065e4_5dbba6c01268a8ad43f79157bf4454a0
5a0dc6805a195218a4e448653dee4740,89fd593957ef80a12f0588913e78b00d,69915,rio branco,AC,69915_rio branco_AC,5a0dc6805a195218a4e448653dee4740_89fd593957ef80a12f0588913e78b00d
22e922696a7d1ab9a19c6b702fedc387,b030929cf3b8c3370ea8c611f9ccb32e,71905,brasilia,DF,71905_brasilia_DF,22e922696a7d1ab9a19c6b702fedc387_b030929cf3b8c3370ea8c611f9ccb32e
c5f01802e14689fa043dd02e57ee0477,093afe7cac6e0472bc762f850cfac378,69317,boa vista,RR,69317_boa vista_RR,c5f01802e14689fa043dd02e57ee0477_093afe7cac6e0472bc762f850cfac378
6303896fe7edb9feb7b93bbc17bafc09,413efc7550a8ea15ce303ceb7bd820c2,76929,urupa,RO,76929_urupa_RO,6303896fe7edb9feb7b93bbc17bafc09_413efc7550a8ea15ce303ceb7bd820c2
de4c6d1ed7169e53de42d5897f6e0c60,cc9232931026e1f4f1e841e6a88cbefb,76824,porto velho,RO,76824_porto velho_RO,de4c6d1ed7169e53de42d5897f6e0c60_cc9232931026e1f4f1e841e6a88cbefb
4a5642b29f7d0885758928dc7ec35909,04f08b09dd9ae5d658be400b1b786c47,75784,domiciano ribeiro,GO,75784_domiciano ribeiro_GO,4a5642b29f7d0885758928dc7ec35909_04f08b09dd9ae5d658be400b1b786c47
1dbe0bf136ea8849ed9648546ebc2e63,bd0d97c6af77a1ef4850255bd6d17fec,73082,brasilia,DF,73082_brasilia_DF,1dbe0bf136ea8849ed9648546ebc2e63_bd0d97c6af77a1ef4850255bd6d17fec
588082ffda9076b85db042299827aaac,1e3f29ca797d6c0585751cb4e10e1be5,76801,porto velho,RO,76801_porto velho_RO,588082ffda9076b85db042299827aaac_1e3f29ca797d6c0585751cb4e10e1be5
2ebff6706876c13d515f6efb2c687db6,f489231774bb1b459de6d233ea125a1b,71884,brasilia,DF,71884_brasilia_DF,2ebff6706876c13d515f6efb2c687db6_f489231774bb1b459de6d233ea125a1b
ecc00bf7d2998377dad8e970fcf7beaf,4f33194ab5bc0ff58322acc740c36798,69317,boa vista,RR,69317_boa vista_RR,ecc00bf7d2998377dad8e970fcf7beaf_4f33194ab5bc0ff58322acc740c36798
534ae76adc5da4b4f9c7b505a756d59d,678939d60a25a0085362fea2de179f2a,71574,brasilia,DF,71574_brasilia_DF,534ae76adc5da4b4f9c7b505a756d59d_678939d60a25a0085362fea2de179f2a
f7ef746cb4eb72958f6ec8a332cbf172,36cc929a520588f985ba75a0d92238f4,72238,brasilia,DF,72238_brasilia_DF,f7ef746cb4eb72958f6ec8a332cbf172_36cc929a520588f985ba75a0d92238f4
5c495510e9f861b83aa5fb7c308e8d76,28989ef45087c96e5a4346e88216c2ba,69912,rio branco,AC,69912_rio branco_AC,5c495510e9f861b83aa5fb7c308e8d76_28989ef45087c96e5a4346e88216c2ba
b50ff2e9f7bb2c795fdd768b3a3b205d,c206fbc96c3496c3d089ced6aa9c69c0,69918,rio branco,AC,69918_rio branco_AC,b50ff2e9f7bb2c795fdd768b3a3b205d_c206fbc96c3496c3d089ced6aa9c69c0
ea58ac92790dd12b742089da5ea69a4a,8f975a2db915de9376b489443ab78b43,76920,ouro preto do oeste,RO,76920_ouro preto do oeste_RO,ea58ac92790dd12b742089da5ea69a4a_8f975a2db915de9376b489443ab78b43
0debfbe6eb17e95af641df3e543d5959,b430e3d118c6f0ba3a07a99b6b9222bf,71996,brasilia,DF,71996_brasilia_DF,0debfbe6eb17e95af641df3e543d5959_b430e3d118c6f0ba3a07a99b6b9222bf
c48d4e4180ccba3ea9e4acd586387e00,0c04b066b1b4469c7895a82916f8d6b5,69301,boa vista,RR,69301_boa vista_RR,c48d4e4180ccba3ea9e4acd586387e00_0c04b066b1b4469c7895a82916f8d6b5
714f3ff34cd22b97f37d42bdef4bbc88,22c739518f5240ffd2f80e0087aebe26,69917,rio branco,AC,69917_rio branco_AC,714f3ff34cd22b97f37d42bdef4bbc88_22c739518f5240ffd2f80e0087aebe26
ce34a9292c0c51ddf8171b9b333aa625,b965c6d1fa94e2884f470742038a5ec5,76968,cacoal,RO,76968_cacoal_RO,ce34a9292c0c51ddf8171b9b333aa625_b965c6d1fa94e2884f470742038a5ec5
b7c8e76e67ea70f6aaa55aa9f847c0c3,bcdf4386a30ea0fdeba75d11960d7918,70686,brasilia,DF,70686_brasilia_DF,b7c8e76e67ea70f6aaa55aa9f847c0c3_bcdf4386a30ea0fdeba75d11960d7918
3c13585a5ac14038367b2a957ff22f4c,1893f08842b6068ae5206591158a8623,76801,porto velho,RO,76801_porto velho_RO,3c13585a5ac14038367b2a957ff22f4c_1893f08842b6068ae5206591158a8623
d42a85a7f08524cec83afa0a1127054d,a3057829f96dc368f93a30abda21c970,72300,brasilia,DF,72300_brasilia_DF,d42a85a7f08524cec83afa0a1127054d_a3057829f96dc368f93a30abda21c970
49ecdcbf6991febdfabd4d0e59964d09,1164858a7a3944bcaf5d110a214081ea,76850,guajara mirim,RO,76850_guajara mirim_RO,49ecdcbf6991febdfabd4d0e59964d09_1164858a7a3944bcaf5d110a214081ea
f42ccd297946628a53e061e56e6ae0ae,3a35072545922212963fb3df6ca15042,76821,porto velho,RO,76821_porto velho_RO,f42ccd297946628a53e061e56e6ae0ae_3a35072545922212963fb3df6ca15042
d692866d341e03251c309c8b6f49d640,d5954d70dbdab5ce057d63cbfcd32cf9,71975,brasilia,DF,71975_brasilia_DF,d692866d341e03251c309c8b6f49d640_d5954d70dbdab5ce057d63cbfcd32cf9
2bd1c2a6bcb1e348fc5c5f1d67436fa1,c5ae51741ef98f82fbb3887f0bb68877,72595,brasilia,DF,72595_brasilia_DF,2bd1c2a6bcb1e348fc5c5f1d67436fa1_c5ae51741ef98f82fbb3887f0bb68877
c852de8b3ffc76d74b6a201e22a92f30,7afe5ca82a84ed4b8fe9f7463f17abba,76805,porto velho,RO,76805_porto velho_RO,c852de8b3ffc76d74b6a201e22a92f30_7afe5ca82a84ed4b8fe9f7463f17abba
dad907e170748a35ef4e92238b7308f3,36b1c0516f123351ffa87430416dcae5,69900,rio branco,AC,69900_rio branco_AC,dad907e170748a35ef4e92238b7308f3_36b1c0516f123351ffa87430416dcae5
378acb1d4018a2ed442626f99a1e68b8,075b7002d0445c874a542f6841d99bac,72017,brasilia,DF,72017_brasilia_DF,378acb1d4018a2ed442626f99a1e68b8_075b7002d0445c874a542f6841d99bac
8e46c55f2293dfb57e5e70080db74fe9,88be01ad5852aae1b5d5231e2f415475,69314,boa vista,RR,69314_boa vista_RR,8e46c55f2293dfb57e5e70080db74fe9_88be01ad5852aae1b5d5231e2f415475
ce102f790bb667f9851019a3cb0ed958,d39601cf1486970b35aa481a78c726bc,75784,domiciano ribeiro,GO,75784_domiciano ribeiro_GO,ce102f790bb667f9851019a3cb0ed958_d39601cf1486970b35aa481a78c726bc
94c1a60de2eed5c304c731a6ec674387,013f66477aa3210eb05fec3fa184de33,69307,boa vista,RR,69307_boa vista_RR,94c1a60de2eed5c304c731a6ec674387_013f66477aa3210eb05fec3fa184de33
785f931e1fbc5a6c01782f59d9a2fe42,b2cdf76962cdd5c1c1534af71e82ebeb,69919,rio branco,AC,69919_rio branco_AC,785f931e1fbc5a6c01782f59d9a2fe42_b2cdf76962cdd5c1c1534af71e82ebeb
fb5c13a43eab0c123ae49f226709b74a,c037aa753c0787f6e28b2d5c5e40d997,68447,vila dos cabanos,PA,68447_vila dos cabanos_PA,fb5c13a43eab0c123ae49f226709b74a_c037aa753c0787f6e28b2d5c5e40d997
7ac99a97fd540a8add7900eec14ecc2b,fad1bbf902fbdf64f92f33d010ab8cb7,76937,costa marques,RO,76937_costa marques_RO,7ac99a97fd540a8add7900eec14ecc2b_fad1bbf902fbdf64f92f33d010ab8cb7
18aef611c590091fc3f183f0d527a11a,96fe5a7d17620b1c33b9bdc9acb863fe,76803,porto velho,RO,76803_porto velho_RO,18aef611c590091fc3f183f0d527a11a_96fe5a7d17620b1c33b9bdc9acb863fe
2468e8e24c7f7f1afb422a334c11b531,eeea5c6efe33f400e94177fa497499f6,72596,brasilia,DF,72596_brasilia_DF,2468e8e24c7f7f1afb422a334c11b531_eeea5c6efe33f400e94177fa497499f6
d5842d939b29486593a603af0718d347,2099df74d91e10c00c34ad14edda6bd0,67105,ananindeua,PA,67105_ananindeua_PA,d5842d939b29486593a603af0718d347_2099df74d91e10c00c34ad14edda6bd0
cdc2bba36d83fe46dea8a0dce9453146,d36c4833ff5369ed3c7225ee636fbeb8,25840,bemposta,RJ,25840_bemposta_RJ,cdc2bba36d83fe46dea8a0dce9453146_d36c4833ff5369ed3c7225ee636fbeb8
2ff967be7f6652e68ab0c412054f6aea,5ce0fe1fb00b7bd8dcb41e207c831c82,72002,brasilia,DF,72002_brasilia_DF,2ff967be7f6652e68ab0c412054f6aea_5ce0fe1fb00b7bd8dcb41e207c831c82
93a8571aba21529cf631be8c49e279df,f570b38fd1007c094f293aadb09bcedf,68447,vila dos cabanos,PA,68447_vila dos cabanos_PA,93a8571aba21529cf631be8c49e279df_f570b38fd1007c094f293aadb09bcedf
af0444fd0bec2983bc41d5f9874ce221,5d24e5538f4cebde02593b5e393b6138,76890,jaru,RO,76890_jaru_RO,af0444fd0bec2983bc41d5f9874ce221_5d24e5538f4cebde02593b5e393b6138
98cea627e0afae6f6e71fa86174b819c,21fc565df52265871447582e3947852e,76872,ariquemes,RO,76872_ariquemes_RO,98cea627e0afae6f6e71fa86174b819c_21fc565df52265871447582e3947852e
84d03da5b419db76b30b4f5d8ccb6450,e58043c5746b4d123edd5fe77ef48696,72821,luziania,GO,72821_luziania_GO,84d03da5b419db76b30b4f5d8ccb6450_e58043c5746b4d123edd5fe77ef48696
b76637cd3591c558ba3f6be59f0dd883,5d1fde9eb27149c695624f8bb84cf6f7,76821,porto velho,RO,76821_porto velho_RO,b76637cd3591c558ba3f6be59f0dd883_5d1fde9eb27149c695624f8bb84cf6f7
f58c14ad1417ae5e8f9c6d0f9f6aec24,04a5a9b154c83e4b19258dcd0e4476ed,85118,palmeirinha,PR,85118_palmeirinha_PR,f58c14ad1417ae5e8f9c6d0f9f6aec24_04a5a9b154c83e4b19258dcd0e4476ed
bd15f9ff1287103a05384574f0525d58,003f4901fdb60ae9c1e2538b84c208e1,73255,brasilia,DF,73255_brasilia_DF,bd15f9ff1287103a05384574f0525d58_003f4901fdb60ae9c1e2538b84c208e1
9ae373da25d193f8f853a8eebbe2ea96,327a01a6885ecfda06a3d5c50fb515c3,25919,mage,RJ,25919_mage_RJ,9ae373da25d193f8f853a8eebbe2ea96_327a01a6885ecfda06a3d5c50fb515c3
725cb0062f2215d2f731bef5957d1faf,db4d7163c368571d91298413b68bb6a9,76860,candeias do jamari,RO,76860_candeias do jamari_RO,725cb0062f2215d2f731bef5957d1faf_db4d7163c368571d91298413b68bb6a9
562b21c5974cb8b0673cfe3729b68671,dd69f24efd472cdcae01b58709c81fed,76804,porto velho,RO,76804_porto velho_RO,562b21c5974cb8b0673cfe3729b68671_dd69f24efd472cdcae01b58709c81fed
a1cdd0992516e0e8a9c90b38965b47fe,e602f17b276b90a8766bd196b3590c11,72005,brasilia,DF,72005_brasilia_DF,a1cdd0992516e0e8a9c90b38965b47fe_e602f17b276b90a8766bd196b3590c11
9d5ff5d7ce2e4bc386bf11b9adb46a19,b501aa16c4c71c55bd43d45d112bd135,95853,polo petroquimico de triunfo,RS,95853_polo petroquimico de triunfo_RS,9d5ff5d7ce2e4bc386bf11b9adb46a19_b501aa16c4c71c55bd43d45d112bd135
6ae24eb8875716251130b7156d33e7ae,2982819bdec3271f3780b6a2ab35692f,69925,senador guiomard,AC,69925_senador guiomard_AC,6ae24eb8875716251130b7156d33e7ae_2982819bdec3271f3780b6a2ab35692f
776e3127741b8d940d12afa4449e50a6,b283972d8b63fa81402654b037f88651,70686,brasilia,DF,70686_brasilia_DF,776e3127741b8d940d12afa4449e50a6_b283972d8b63fa81402654b037f88651
23fafaadc0b11501176401ba0003c22d,b3441a427e8889379672bfd441f5218e,72583,brasilia,DF,72583_brasilia_DF,23fafaadc0b11501176401ba0003c22d_b3441a427e8889379672bfd441f5218e
b23f056c8604016df9fefaa92128ab42,660faf14e9201af9e1c4f65968010944,69313,boa vista,RR,69313_boa vista_RR,b23f056c8604016df9fefaa92128ab42_660faf14e9201af9e1c4f65968010944
